[2025-08-03T15:08:21.330Z] [INFO] Activando extensión "Ollama Code Analyzer"...
[2025-08-03T15:08:22.133Z] [INFO] Extensión "Ollama Code Analyzer" activada y lista.
[2025-08-03T15:08:28.577Z] [INFO] Ejecutando comando: command.explainCode.title
[2025-08-03T15:08:28.581Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
[2025-08-03T15:17:20.360Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
[2025-08-03T15:17:20.365Z] [INFO] Enviando petición a Ollama...
{
  "baseUrl": "http://localhost:11434",
  "model": "qwen2.5-coder:7b"
}
[2025-08-03T15:17:59.965Z] [INFO] Respuesta recibida de Ollama:
{
  "model": "qwen2.5-coder:7b",
  "created_at": "2025-08-03T15:17:59.9305738Z",
  "response": "### Analysis Strategy\n\nThe code will be analyzed against several best practices and language-specific coding standards, including:\n\n1. **Naming Conventions**: Variable names should follow PascalCase or camelCase conventions.\n2. **Code Readability**: The code should be readable and maintainable.\n3. **Error Handling**: Exceptions should be handled appropriately.\n4. **Encapsulation**: Private members should be encapsulated where necessary.\n5. **Magic Numbers/Strings**: Avoid using magic numbers or strings directly in the code.\n\n### Violation: Naming Conventions\n\n**Violated Rule**: Variable names should follow PascalCase or camelCase conventions.\n\n**Incorrect Code**:\n```csharp\nprivate readonly List<LoanRecord> _loanRecords;\nprivate int _nextRecordId = 1;\n```\n\n**Corrected Version**:\n```csharp\nprivate readonly List<LoanRecord> loanRecords;\nprivate int nextRecordId = 1;\n```\n\n### Violation: Code Readability\n\n**Violated Rule**: The code should be readable and maintainable.\n\n**Incorrect Code**:\n```csharp\npublic LoanRecord LoanBook(Book book, Member member)\n{\n    if (book.IsLoaned)\n        throw new InvalidOperationException(\"Book is already loaned.\");\n\n    var record = new LoanRecord(_nextRecordId++, book, member);\n    book.MarkAsLoaned();\n    _loanRecords.Add(record);\n    return record;\n}\n```\n\n**Corrected Version**:\n```csharp\npublic LoanRecord LoanBook(Book book, Member member)\n{\n    if (book.IsLoaned)\n        throw new InvalidOperationException(\"The book is already loaned.\");\n\n    var loanRecord = new LoanRecord(nextRecordId++, book, member);\n    book.MarkAsLoaned();\n    loanRecords.Add(loanRecord);\n    return loanRecord;\n}\n```\n\n### Violation: Error Handling\n\n**Violated Rule**: Exceptions should be handled appropriately.\n\n**Incorrect Code**:\n```csharp\npublic void ReturnBook(int recordId)\n{\n    var record = _loanRecords.FirstOrDefault(r => r.RecordId == recordId);\n    if (record == null)\n        throw new KeyNotFoundException(\"Loan record not found.\");\n\n    if (!record.IsActive)\n        throw new InvalidOperationException(\"Book already returned.\");\n\n    record.MarkReturned();\n    record.Book.MarkAsReturned();\n}\n```\n\n**Corrected Version**:\n```csharp\npublic void ReturnBook(int recordId)\n{\n    var loanRecord = _loanRecords.FirstOrDefault(r => r.RecordId == recordId);\n    if (loanRecord == null)\n        throw new KeyNotFoundException(\"The loan record was not found.\");\n\n    if (!loanRecord.IsActive)\n        throw new InvalidOperationException(\"The book has already been returned.\");\n\n    loanRecord.MarkReturned();\n    loanRecord.Book.MarkAsReturned();\n}\n```\n\n### Violation: Encapsulation\n\n**Violated Rule**: Private members should be encapsulated where necessary.\n\n**Incorrect Code**:\n```csharp\nprivate readonly List<LoanRecord> _loanRecords;\nprivate int _nextRecordId = 1;\n```\n\n**Corrected Version**:\n```csharp\nprivate readonly List<LoanRecord> loanRecords;\nprivate int nextRecordId = 1;\n\npublic IEnumerable<LoanRecord> GetAllLoans()\n{\n    return loanRecords;\n}\n```\n\n### Violation: Magic Numbers/Strings\n\n**Violated Rule**: Avoid using magic numbers or strings directly in the code.\n\n**Incorrect Code**:\n```csharp\npublic LoanRecord LoanBook(Book book, Member member)\n{\n    if (book.IsLoaned)\n        throw new InvalidOperationException(\"Book is already loaned.\");\n\n    var record = new LoanRecord(_nextRecordId++, book, member);\n    book.MarkAsLoaned();\n    _loanRecords.Add(record);\n    return record;\n}\n```\n\n**Corrected Version**:\n```csharp\npublic LoanRecord LoanBook(Book book, Member member)\n{\n    if (book.IsLoaned)\n        throw new InvalidOperationException(\"The book is already loaned.\");\n\n    var loanRecord = new LoanRecord(nextRecordId++, book, member);\n    book.MarkAsLoaned();\n    loanRecords.Add(loanRecord);\n    return loanRecord;\n}\n```\n\n### Validation Complete\n\nNo standards violations were found.",
  "done": true,
  "done_reason": "stop",
  "context": [
    151644,
    8948,
    198,
    2610,
    525,
    1207,
    16948,
    11,
    3465,
    553,
    54364,
    14817,
    13,
    1446,
    525,
    264,
    10950,
    17847,
    13,
    151645,
    198,
    151644,
    872,
    198,
    2610,
    525,
    264,
    2038,
    10659,
    22935,
    13,
    4615,
    3383,
    374,
    311,
    9593,
    279,
    2701,
    2038,
    43065,
    2348,
    1850,
    12378,
    323,
    4128,
    18906,
    10822,
    10659,
    382,
    98743,
    25,
    4615,
    4453,
    2033,
    1969,
    387,
    304,
    662,
    382,
    11135,
    697,
    6358,
    448,
    264,
    366,
    26865,
    29,
    2504,
    25021,
    697,
    16460,
    8282,
    624,
    2679,
    26557,
    525,
    1730,
    11,
    3042,
    1817,
    304,
    264,
    3772,
    24849,
    364,
    14374,
    29455,
    367,
    25,
    366,
    12937,
    829,
    63720,
    4854,
    19940,
    1969,
    2924,
    510,
    12,
    576,
    33421,
    5912,
    198,
    12,
    576,
    15114,
    2038,
    198,
    12,
    576,
    35965,
    2319,
    198,
    2403,
    2038,
    10469,
    1969,
    387,
    4766,
    73192,
    2038,
    10010,
    448,
    279,
    8311,
    4128,
    12816,
    624,
    2679,
    902,
    26557,
    525,
    1730,
    11,
    2550,
    1172,
    25,
    364,
    144247,
    3070,
    13799,
    18608,
    66963,
    2308,
    10659,
    26557,
    1033,
    1730,
    21696,
    4421,
    715,
    2078,
    311,
    37427,
    2986,
    320,
    66,
    52917,
    982,
    73594,
    66,
    52917,
    198,
    322,
    8025,
    14,
    71255,
    1860,
    18775,
    319,
    970,
    739,
    463,
    970,
    739,
    3572,
    4341,
    463,
    970,
    739,
    6034,
    463,
    970,
    11635,
    2320,
    9899,
    1926,
    2231,
    11635,
    2320,
    38825,
    319,
    1666,
    262,
    584,
    536,
    35081,
    1860,
    319,
    262,
    972,
    286,
    869,
    5762,
    1759,
    27,
    71255,
    6471,
    29,
    716,
    38329,
    25876,
    463,
    286,
    869,
    526,
    716,
    3600,
    6471,
    764,
    284,
    220,
    16,
    1926,
    286,
    584,
    35081,
    1860,
    3568,
    286,
    972,
    310,
    716,
    38329,
    25876,
    284,
    501,
    1759,
    27,
    71255,
    6471,
    15921,
    286,
    2553,
    286,
    584,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    1218,
    286,
    972,
    310,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    1189,
    3079,
    310,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    736,
    310,
    2311,
    75888,
    2121,
    4262,
    51430,
    1647,
    310,
    716,
    38329,
    25876,
    1904,
    23794,
    736,
    310,
    470,
    3255,
    463,
    286,
    2553,
    286,
    584,
    737,
    3411,
    7134,
    1548,
    3255,
    764,
    1218,
    286,
    972,
    310,
    762,
    3255,
    284,
    716,
    38329,
    25876,
    29620,
    2601,
    589,
    435,
    49959,
    764,
    621,
    3255,
    764,
    736,
    310,
    421,
    320,
    8548,
    621,
    845,
    1218,
    394,
    2510,
    501,
    5309,
    14578,
    445,
    71255,
    3255,
    537,
    1730,
    1189,
    3079,
    310,
    421,
    1505,
    8548,
    85622,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    2669,
    5927,
    1189,
    3079,
    310,
    3255,
    75888,
    84804,
    1647,
    310,
    3255,
    55253,
    75888,
    2121,
    84804,
    1647,
    286,
    2553,
    286,
    584,
    13050,
    27,
    71255,
    6471,
    29,
    2126,
    5728,
    4262,
    596,
    3568,
    286,
    972,
    310,
    470,
    716,
    38329,
    25876,
    17067,
    2601,
    589,
    435,
    85622,
    736,
    286,
    2553,
    286,
    584,
    13050,
    27,
    71255,
    6471,
    29,
    2126,
    4262,
    596,
    1359,
    9366,
    1548,
    96339,
    1218,
    286,
    972,
    310,
    470,
    716,
    38329,
    25876,
    17067,
    2601,
    589,
    435,
    46404,
    46404,
    764,
    621,
    96339,
    736,
    286,
    1686,
    262,
    1686,
    92,
    80823,
    73594,
    151645,
    198,
    151644,
    77091,
    198,
    14374,
    18320,
    27745,
    271,
    785,
    2038,
    686,
    387,
    29139,
    2348,
    3807,
    1850,
    12378,
    323,
    4128,
    18906,
    10822,
    10659,
    11,
    2670,
    1447,
    16,
    13,
    3070,
    85410,
    1200,
    30659,
    95518,
    12407,
    5036,
    1265,
    1795,
    57359,
    4207,
    476,
    49152,
    4207,
    44493,
    624,
    17,
    13,
    3070,
    2078,
    4457,
    2897,
    95518,
    576,
    2038,
    1265,
    387,
    33798,
    323,
    10306,
    480,
    624,
    18,
    13,
    3070,
    1454,
    55713,
    95518,
    64629,
    1265,
    387,
    17608,
    34901,
    624,
    19,
    13,
    3070,
    7408,
    86115,
    95518,
    9679,
    3613,
    1265,
    387,
    42569,
    7757,
    1380,
    5871,
    624,
    20,
    13,
    3070,
    43538,
    34713,
    14,
    20859,
    95518,
    34006,
    1667,
    10963,
    5109,
    476,
    9069,
    5961,
    304,
    279,
    2038,
    382,
    14374,
    29455,
    367,
    25,
    96475,
    1200,
    30659,
    271,
    334,
    49717,
    657,
    18100,
    95518,
    12407,
    5036,
    1265,
    1795,
    57359,
    4207,
    476,
    49152,
    4207,
    44493,
    382,
    334,
    40468,
    6119,
    334,
    510,
    73594,
    66,
    52917,
    198,
    1996,
    5762,
    1759,
    27,
    71255,
    6471,
    29,
    716,
    38329,
    25876,
    280,
    1996,
    526,
    716,
    3600,
    6471,
    764,
    284,
    220,
    16,
    280,
    13874,
    19324,
    334,
    33092,
    291,
    6079,
    334,
    510,
    73594,
    66,
    52917,
    198,
    1996,
    5762,
    1759,
    27,
    71255,
    6471,
    29,
    11679,
    25876,
    280,
    1996,
    526,
    1790,
    6471,
    764,
    284,
    220,
    16,
    280,
    13874,
    19324,
    14374,
    29455,
    367,
    25,
    6119,
    4457,
    2897,
    271,
    334,
    49717,
    657,
    18100,
    95518,
    576,
    2038,
    1265,
    387,
    33798,
    323,
    10306,
    480,
    382,
    334,
    40468,
    6119,
    334,
    510,
    73594,
    66,
    52917,
    198,
    888,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    515,
    262,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    340,
    286,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    30458,
    262,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    317,
    262,
    2311,
    75888,
    2121,
    4262,
    51430,
    543,
    262,
    716,
    38329,
    25876,
    1904,
    23794,
    317,
    262,
    470,
    3255,
    280,
    532,
    13874,
    19324,
    334,
    33092,
    291,
    6079,
    334,
    510,
    73594,
    66,
    52917,
    198,
    888,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    515,
    262,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    340,
    286,
    2510,
    501,
    52612,
    445,
    785,
    2311,
    374,
    2669,
    11679,
    291,
    30458,
    262,
    762,
    11679,
    6471,
    284,
    501,
    35081,
    6471,
    16913,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    317,
    262,
    2311,
    75888,
    2121,
    4262,
    51430,
    543,
    262,
    11679,
    25876,
    1904,
    7,
    38329,
    6471,
    317,
    262,
    470,
    11679,
    6471,
    280,
    532,
    13874,
    19324,
    14374,
    29455,
    367,
    25,
    4600,
    55713,
    271,
    334,
    49717,
    657,
    18100,
    95518,
    64629,
    1265,
    387,
    17608,
    34901,
    382,
    334,
    40468,
    6119,
    334,
    510,
    73594,
    66,
    52917,
    198,
    888,
    737,
    3411,
    7134,
    1548,
    3255,
    764,
    340,
    515,
    262,
    762,
    3255,
    284,
    716,
    38329,
    25876,
    29620,
    2601,
    589,
    435,
    49959,
    764,
    621,
    3255,
    764,
    317,
    262,
    421,
    320,
    8548,
    621,
    845,
    340,
    286,
    2510,
    501,
    5309,
    14578,
    445,
    71255,
    3255,
    537,
    1730,
    30458,
    262,
    421,
    1505,
    8548,
    85622,
    340,
    286,
    2510,
    501,
    52612,
    445,
    7134,
    2669,
    5927,
    30458,
    262,
    3255,
    75888,
    84804,
    543,
    262,
    3255,
    55253,
    75888,
    2121,
    84804,
    543,
    532,
    13874,
    19324,
    334,
    33092,
    291,
    6079,
    334,
    510,
    73594,
    66,
    52917,
    198,
    888,
    737,
    3411,
    7134,
    1548,
    3255,
    764,
    340,
    515,
    262,
    762,
    11679,
    6471,
    284,
    716,
    38329,
    25876,
    29620,
    2601,
    589,
    435,
    49959,
    764,
    621,
    3255,
    764,
    317,
    262,
    421,
    320,
    38329,
    6471,
    621,
    845,
    340,
    286,
    2510,
    501,
    5309,
    14578,
    445,
    785,
    11679,
    3255,
    572,
    537,
    1730,
    30458,
    262,
    421,
    1505,
    38329,
    6471,
    85622,
    340,
    286,
    2510,
    501,
    52612,
    445,
    785,
    2311,
    702,
    2669,
    1012,
    5927,
    30458,
    262,
    11679,
    6471,
    75888,
    84804,
    543,
    262,
    11679,
    6471,
    55253,
    75888,
    2121,
    84804,
    543,
    532,
    13874,
    19324,
    14374,
    29455,
    367,
    25,
    10751,
    86115,
    271,
    334,
    49717,
    657,
    18100,
    95518,
    9679,
    3613,
    1265,
    387,
    42569,
    7757,
    1380,
    5871,
    382,
    334,
    40468,
    6119,
    334,
    510,
    73594,
    66,
    52917,
    198,
    1996,
    5762,
    1759,
    27,
    71255,
    6471,
    29,
    716,
    38329,
    25876,
    280,
    1996,
    526,
    716,
    3600,
    6471,
    764,
    284,
    220,
    16,
    280,
    13874,
    19324,
    334,
    33092,
    291,
    6079,
    334,
    510,
    73594,
    66,
    52917,
    198,
    1996,
    5762,
    1759,
    27,
    71255,
    6471,
    29,
    11679,
    25876,
    280,
    1996,
    526,
    1790,
    6471,
    764,
    284,
    220,
    16,
    401,
    888,
    13050,
    27,
    71255,
    6471,
    29,
    45587,
    4262,
    596,
    741,
    515,
    262,
    470,
    11679,
    25876,
    280,
    532,
    13874,
    19324,
    14374,
    29455,
    367,
    25,
    15485,
    34713,
    14,
    20859,
    271,
    334,
    49717,
    657,
    18100,
    95518,
    34006,
    1667,
    10963,
    5109,
    476,
    9069,
    5961,
    304,
    279,
    2038,
    382,
    334,
    40468,
    6119,
    334,
    510,
    73594,
    66,
    52917,
    198,
    888,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    515,
    262,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    340,
    286,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    30458,
    262,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    317,
    262,
    2311,
    75888,
    2121,
    4262,
    51430,
    543,
    262,
    716,
    38329,
    25876,
    1904,
    23794,
    317,
    262,
    470,
    3255,
    280,
    532,
    13874,
    19324,
    334,
    33092,
    291,
    6079,
    334,
    510,
    73594,
    66,
    52917,
    198,
    888,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    515,
    262,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    340,
    286,
    2510,
    501,
    52612,
    445,
    785,
    2311,
    374,
    2669,
    11679,
    291,
    30458,
    262,
    762,
    11679,
    6471,
    284,
    501,
    35081,
    6471,
    16913,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    317,
    262,
    2311,
    75888,
    2121,
    4262,
    51430,
    543,
    262,
    11679,
    25876,
    1904,
    7,
    38329,
    6471,
    317,
    262,
    470,
    11679,
    6471,
    280,
    532,
    13874,
    19324,
    14374,
    18954,
    18608,
    271,
    2753,
    10659,
    26557,
    1033,
    1730,
    13
  ],
  "total_duration": 39545706700,
  "load_duration": 249411700,
  "prompt_eval_count": 462,
  "prompt_eval_duration": 465733200,
  "eval_count": 858,
  "eval_duration": 38830105100
}
[2025-08-03T15:17:59.967Z] [INFO] _updateWebview called with: isLoading=false, isUmlGeneration=false
[2025-08-03T15:17:59.972Z] [INFO] Comando 'command.checkCompanyStandards.title' completado con éxito.
[2025-08-03T15:20:04.696Z] [INFO] Ejecutando comando: command.findSuggestions.title
[2025-08-03T15:20:04.698Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
[2025-08-03T15:20:04.701Z] [INFO] Enviando petición a Ollama...
{
  "baseUrl": "http://localhost:11434",
  "model": "qwen2.5-coder:7b"
}
[2025-08-03T15:20:30.594Z] [INFO] Respuesta recibida de Ollama:
{
  "model": "qwen2.5-coder:7b",
  "created_at": "2025-08-03T15:20:30.5696419Z",
  "response": "### Summary\n\nThe code appears to be a simple implementation of a loan service for managing book loans in a library system. It includes methods for loaning books, returning books, and retrieving active and member-specific loan records. The code is generally well-structured and follows basic principles of object-oriented programming.\n\n### Detected Issues\n\n- **Line 17 → Error**: The `LoanService` class does not have any constructor parameters to initialize `_loanRecords`. This can lead to potential issues if `_loanRecords` needs to be initialized with data from a database or another source.\n  \n- **Line 20 → Warning**: The `_nextRecordId` field is initialized to 1, which might not always be the desired starting point. If this service is used in a scenario where multiple instances are created, it could lead to conflicts if records are shared across instances.\n\n- **Line 31 → Error**: The `LoanBook` method throws an `InvalidOperationException` when a book is already loaned. This is fine for indicating that the operation cannot be performed under these circumstances, but consider adding logging or additional context to help with debugging.\n\n- **Line 45 → Error**: The `ReturnBook` method throws a `KeyNotFoundException` if no record is found with the given `recordId`. Similar to the previous error, consider adding logging or additional context for better debugging.\n\n- **Line 61 → Warning**: The `GetLoansByMember` method uses LINQ's `FirstOrDefault`, which returns `null` if no matching record is found. Ensure that this behavior is expected and handle it appropriately in your calling code to avoid potential null reference exceptions.\n\n---\n\n```json\n[\n    {\n        \"line\": 17,\n        \"severity\": \"Error\",\n        \"explanation\": \"The LoanService class does not have any constructor parameters to initialize _loanRecords.\"\n    },\n    {\n        \"line\": 20,\n        \"severity\": \"Warning\",\n        \"explanation\": \"_nextRecordId is initialized to 1, which might not always be the desired starting point.\"\n    },\n    {\n        \"line\": 31,\n        \"severity\": \"Error\",\n        \"explanation\": \"The LoanBook method throws an InvalidOperationException when a book is already loaned.\"\n    },\n    {\n        \"line\": 45,\n        \"severity\": \"Error\",\n        \"explanation\": \"The ReturnBook method throws a KeyNotFoundException if no record is found with the given recordId.\"\n    },\n    {\n        \"line\": 61,\n        \"severity\": \"Warning\",\n        \"explanation\": \"GetLoansByMember uses LINQ's FirstOrDefault, which returns null if no matching record is found.\"\n    }\n]\n```",
  "done": true,
  "done_reason": "stop",
  "context": [
    151644,
    8948,
    198,
    2610,
    525,
    1207,
    16948,
    11,
    3465,
    553,
    54364,
    14817,
    13,
    1446,
    525,
    264,
    10950,
    17847,
    13,
    151645,
    198,
    151644,
    872,
    198,
    2610,
    525,
    458,
    27498,
    2038,
    45721,
    4712,
    369,
    272,
    52917,
    382,
    98743,
    25,
    4615,
    4453,
    2033,
    1969,
    387,
    304,
    662,
    382,
    146635,
    30543,
    366,
    26865,
    26818,
    8116,
    5612,
    551,
    697,
    8282,
    323,
    1128,
    4714,
    498,
    686,
    1401,
    369,
    624,
    12209,
    6923,
    264,
    73192,
    1895,
    448,
    279,
    2701,
    14158,
    510,
    220,
    7288,
    220,
    16600,
    21517,
    1365,
    362,
    9814,
    4008,
    315,
    279,
    2038,
    748,
    8084,
    2971,
    624,
    220,
    7288,
    220,
    16600,
    87950,
    36443,
    1365,
    362,
    7028,
    6873,
    1140,
    13,
    1752,
    1817,
    1509,
    11,
    2924,
    25,
    1555,
    378,
    107,
    51018,
    378,
    107,
    1056,
    11,
    29920,
    320,
    1454,
    11,
    26858,
    11,
    13074,
    11,
    51830,
    701,
    323,
    264,
    2805,
    16148,
    624,
    14492,
    349,
    279,
    3738,
    83218,
    1895,
    504,
    279,
    821,
    2504,
    448,
    264,
    1555,
    8482,
    1172,
    2326,
    87546,
    25,
    53923,
    2679,
    902,
    4714,
    525,
    1730,
    11,
    1156,
    2550,
    279,
    1895,
    448,
    364,
    144247,
    2308,
    4714,
    1730,
    6,
    323,
    1221,
    11,
    1283,
    364,
    4421,
    516,
    470,
    458,
    4287,
    1334,
    25,
    3056,
    382,
    4421,
    715,
    2078,
    311,
    37427,
    2986,
    320,
    66,
    52917,
    982,
    73594,
    66,
    52917,
    198,
    322,
    8025,
    14,
    71255,
    1860,
    18775,
    319,
    970,
    739,
    463,
    970,
    739,
    3572,
    4341,
    463,
    970,
    739,
    6034,
    463,
    970,
    11635,
    2320,
    9899,
    1926,
    2231,
    11635,
    2320,
    38825,
    319,
    1666,
    262,
    584,
    536,
    35081,
    1860,
    319,
    262,
    972,
    286,
    869,
    5762,
    1759,
    27,
    71255,
    6471,
    29,
    716,
    38329,
    25876,
    463,
    286,
    869,
    526,
    716,
    3600,
    6471,
    764,
    284,
    220,
    16,
    1926,
    286,
    584,
    35081,
    1860,
    3568,
    286,
    972,
    310,
    716,
    38329,
    25876,
    284,
    501,
    1759,
    27,
    71255,
    6471,
    15921,
    286,
    2553,
    286,
    584,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    1218,
    286,
    972,
    310,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    1189,
    3079,
    310,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    736,
    310,
    2311,
    75888,
    2121,
    4262,
    51430,
    1647,
    310,
    716,
    38329,
    25876,
    1904,
    23794,
    736,
    310,
    470,
    3255,
    463,
    286,
    2553,
    286,
    584,
    737,
    3411,
    7134,
    1548,
    3255,
    764,
    1218,
    286,
    972,
    310,
    762,
    3255,
    284,
    716,
    38329,
    25876,
    29620,
    2601,
    589,
    435,
    49959,
    764,
    621,
    3255,
    764,
    736,
    310,
    421,
    320,
    8548,
    621,
    845,
    1218,
    394,
    2510,
    501,
    5309,
    14578,
    445,
    71255,
    3255,
    537,
    1730,
    1189,
    3079,
    310,
    421,
    1505,
    8548,
    85622,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    2669,
    5927,
    1189,
    3079,
    310,
    3255,
    75888,
    84804,
    1647,
    310,
    3255,
    55253,
    75888,
    2121,
    84804,
    1647,
    286,
    2553,
    286,
    584,
    13050,
    27,
    71255,
    6471,
    29,
    2126,
    5728,
    4262,
    596,
    3568,
    286,
    972,
    310,
    470,
    716,
    38329,
    25876,
    17067,
    2601,
    589,
    435,
    85622,
    736,
    286,
    2553,
    286,
    584,
    13050,
    27,
    71255,
    6471,
    29,
    2126,
    4262,
    596,
    1359,
    9366,
    1548,
    96339,
    1218,
    286,
    972,
    310,
    470,
    716,
    38329,
    25876,
    17067,
    2601,
    589,
    435,
    46404,
    46404,
    764,
    621,
    96339,
    736,
    286,
    1686,
    262,
    1686,
    92,
    80823,
    73594,
    151645,
    198,
    151644,
    77091,
    198,
    14374,
    21517,
    271,
    785,
    2038,
    7952,
    311,
    387,
    264,
    4285,
    8129,
    315,
    264,
    11679,
    2473,
    369,
    18150,
    2311,
    16606,
    304,
    264,
    6733,
    1849,
    13,
    1084,
    5646,
    5413,
    369,
    11679,
    287,
    6467,
    11,
    13451,
    6467,
    11,
    323,
    48224,
    4541,
    323,
    4462,
    18906,
    11679,
    7424,
    13,
    576,
    2038,
    374,
    8789,
    1632,
    12,
    51143,
    323,
    11017,
    6770,
    16170,
    315,
    1633,
    35085,
    15473,
    382,
    14374,
    87950,
    36443,
    271,
    12,
    3070,
    2460,
    220,
    16,
    22,
    11397,
    4600,
    95518,
    576,
    1565,
    71255,
    1860,
    63,
    536,
    1558,
    537,
    614,
    894,
    4692,
    5029,
    311,
    9468,
    91621,
    38329,
    25876,
    28587,
    1096,
    646,
    2990,
    311,
    4650,
    4714,
    421,
    91621,
    38329,
    25876,
    63,
    3880,
    311,
    387,
    17271,
    448,
    821,
    504,
    264,
    4625,
    476,
    2441,
    2530,
    624,
    2303,
    12,
    3070,
    2460,
    220,
    17,
    15,
    11397,
    26858,
    95518,
    576,
    91621,
    3600,
    6471,
    764,
    63,
    2070,
    374,
    17271,
    311,
    220,
    16,
    11,
    892,
    2578,
    537,
    2677,
    387,
    279,
    12685,
    5916,
    1459,
    13,
    1416,
    419,
    2473,
    374,
    1483,
    304,
    264,
    15048,
    1380,
    5248,
    13121,
    525,
    3465,
    11,
    432,
    1410,
    2990,
    311,
    25800,
    421,
    7424,
    525,
    6094,
    3941,
    13121,
    382,
    12,
    3070,
    2460,
    220,
    18,
    16,
    11397,
    4600,
    95518,
    576,
    1565,
    71255,
    7134,
    63,
    1714,
    3787,
    458,
    1565,
    90735,
    63,
    979,
    264,
    2311,
    374,
    2669,
    11679,
    291,
    13,
    1096,
    374,
    6915,
    369,
    18860,
    429,
    279,
    5666,
    4157,
    387,
    10660,
    1212,
    1493,
    13161,
    11,
    714,
    2908,
    7842,
    8392,
    476,
    5107,
    2266,
    311,
    1492,
    448,
    27703,
    382,
    12,
    3070,
    2460,
    220,
    19,
    20,
    11397,
    4600,
    95518,
    576,
    1565,
    5598,
    7134,
    63,
    1714,
    3787,
    264,
    1565,
    1592,
    14578,
    63,
    421,
    902,
    3255,
    374,
    1730,
    448,
    279,
    2661,
    1565,
    8548,
    764,
    28587,
    21476,
    311,
    279,
    3681,
    1465,
    11,
    2908,
    7842,
    8392,
    476,
    5107,
    2266,
    369,
    2664,
    27703,
    382,
    12,
    3070,
    2460,
    220,
    21,
    16,
    11397,
    26858,
    95518,
    576,
    1565,
    1949,
    4262,
    596,
    1359,
    9366,
    63,
    1714,
    5711,
    64789,
    48,
    594,
    1565,
    26841,
    7808,
    892,
    4675,
    1565,
    2921,
    63,
    421,
    902,
    12579,
    3255,
    374,
    1730,
    13,
    29279,
    429,
    419,
    7709,
    374,
    3601,
    323,
    3705,
    432,
    34901,
    304,
    697,
    8098,
    2038,
    311,
    5648,
    4650,
    845,
    5785,
    19585,
    382,
    44364,
    73594,
    2236,
    198,
    9640,
    262,
    341,
    286,
    330,
    1056,
    788,
    220,
    16,
    22,
    345,
    286,
    330,
    77019,
    788,
    330,
    1454,
    756,
    286,
    330,
    327,
    35890,
    788,
    330,
    785,
    35081,
    1860,
    536,
    1558,
    537,
    614,
    894,
    4692,
    5029,
    311,
    9468,
    716,
    38329,
    25876,
    10040,
    262,
    1153,
    262,
    341,
    286,
    330,
    1056,
    788,
    220,
    17,
    15,
    345,
    286,
    330,
    77019,
    788,
    330,
    12087,
    756,
    286,
    330,
    327,
    35890,
    788,
    9000,
    3600,
    6471,
    764,
    374,
    17271,
    311,
    220,
    16,
    11,
    892,
    2578,
    537,
    2677,
    387,
    279,
    12685,
    5916,
    1459,
    10040,
    262,
    1153,
    262,
    341,
    286,
    330,
    1056,
    788,
    220,
    18,
    16,
    345,
    286,
    330,
    77019,
    788,
    330,
    1454,
    756,
    286,
    330,
    327,
    35890,
    788,
    330,
    785,
    35081,
    7134,
    1714,
    3787,
    458,
    52612,
    979,
    264,
    2311,
    374,
    2669,
    11679,
    291,
    10040,
    262,
    1153,
